season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Hull City,Hull City,bd8769d1,25,26.6,5,450,90,100,5.0,55,79,32,23,19,22,1.00,4,6,-2,-0.40,https://fbref.com/en/squads/bd8769d1/Hull-City-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Ipswich Town,Ipswich Town,b74092de,22,27.1,5,450,90,100,5.0,55,81,31,23,16,22,1.80,11,7,+4,+0.80,https://fbref.com/en/squads/b74092de/Ipswich-Town-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Leeds United,Leeds,5bfb9659,19,25.8,4,360,90,100,4.0,44,81,27,17,20,19,0.50,3,7,-4,-1.00,https://fbref.com/en/squads/5bfb9659/Leeds-United-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Liverpool,Liverpool,822bd0ba,18,26.2,4,360,90,100,4.0,44,81,26,18,17,18,0.75,4,6,-2,-0.50,https://fbref.com/en/squads/822bd0ba/Liverpool-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester City,Man City,b8fd03ef,21,26.6,4,360,90,100,4.0,44,83,28,16,18,20,0.00,2,8,-6,-1.50,https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester Utd,Man Utd,19538871,19,26.7,4,360,90,100,4.0,44,84,28,15,22,21,1.75,7,7,0,0.00,https://fbref.com/en/squads/19538871/Manchester-United-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Newcastle,Newcastle,b2b47a98,21,26.5,5,450,90,100,5.0,55,81,31,24,17,21,1.00,9,9,0,0.00,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Nottingham,Nott'm Forest,e4a775cb,20,26.7,5,450,90,100,5.0,55,85,35,20,24,25,1.60,5,4,+1,+0.20,https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Sunderland,Sunderland,8ef52968,20,26.5,4,360,90,100,4.0,44,84,25,19,26,17,1.75,5,3,+2,+0.50,https://fbref.com/en/squads/8ef52968/Sunderland-Stats
2026-2027,Premier League,playing_time,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Tottenham,Spurs,361ca564,23,26.4,5,450,90,100,5.0,55,80,33,22,17,23,2.20,8,2,+6,+1.20,https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats
