season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Hull City,Hull City,bd8769d1,25,27.4,32.2,5,55,450,5.0,6,5,11,6,0,0,17,0,1.20,1.00,2.20,1.20,2.20,https://fbref.com/en/squads/bd8769d1/Hull-City-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Ipswich Town,Ipswich Town,b74092de,22,26.5,45.0,5,55,450,5.0,7,6,13,7,0,0,10,1,1.40,1.20,2.60,1.40,2.60,https://fbref.com/en/squads/b74092de/Ipswich-Town-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Leeds United,Leeds,5bfb9659,19,27.0,44.0,4,44,360,4.0,6,4,10,6,0,0,5,0,1.50,1.00,2.50,1.50,2.50,https://fbref.com/en/squads/5bfb9659/Leeds-United-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Liverpool,Liverpool,822bd0ba,18,26.6,60.3,4,44,360,4.0,6,5,11,5,1,1,10,0,1.50,1.25,2.75,1.25,2.50,https://fbref.com/en/squads/822bd0ba/Liverpool-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester City,Man City,b8fd03ef,21,25.7,65.3,4,44,360,4.0,8,7,15,8,0,0,6,1,2.00,1.75,3.75,2.00,3.75,https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester Utd,Man Utd,19538871,19,27.6,60.5,4,44,360,4.0,6,4,10,5,1,1,6,0,1.50,1.00,2.50,1.25,2.25,https://fbref.com/en/squads/19538871/Manchester-United-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Newcastle,Newcastle,b2b47a98,21,25.1,49.0,5,55,450,5.0,9,7,16,9,0,1,12,0,1.80,1.40,3.20,1.80,3.20,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Nottingham,Nott'm Forest,e4a775cb,20,26.8,47.2,5,55,450,5.0,4,3,7,3,1,1,13,0,0.80,0.60,1.40,0.60,1.20,https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Sunderland,Sunderland,8ef52968,20,27.5,49.5,4,44,360,4.0,3,1,4,2,1,2,11,1,0.75,0.25,1.00,0.50,0.75,https://fbref.com/en/squads/8ef52968/Sunderland-Stats
2026-2027,Premier League,standard,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Tottenham,Spurs,361ca564,23,25.8,60.4,5,55,450,5.0,2,2,4,2,0,0,5,0,0.40,0.40,0.80,0.40,0.80,https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats
