season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Liverpool,Liverpool,822bd0ba,30,26.3,38,"3,420",90,100,38.0,418,82,248,166,20,176,2.16,86,41,+45,+1.18,https://fbref.com/en/squads/822bd0ba/2023-2024/Liverpool-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Luton Town,Luton,e297cd13,28,26.7,38,"3,420",90,100,38.0,418,82,260,158,20,184,0.68,52,85,-33,-0.87,https://fbref.com/en/squads/e297cd13/2023-2024/Luton-Town-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester City,Man City,b8fd03ef,25,26.6,38,"3,420",90,100,38.0,418,85,301,115,19,221,2.39,96,34,+62,+1.63,https://fbref.com/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester Utd,Man Utd,19538871,31,26.1,38,"3,420",90,100,38.0,418,84,266,153,17,189,1.58,57,58,-1,-0.03,https://fbref.com/en/squads/19538871/2023-2024/Manchester-United-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Newcastle,Newcastle,b2b47a98,32,27.2,38,"3,420",90,100,38.0,418,83,272,149,19,193,1.58,85,62,+23,+0.61,https://fbref.com/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Nottingham,Nott'm Forest,e4a775cb,33,25.7,38,"3,420",90,100,38.0,418,83,257,158,18,182,0.95,49,67,-18,-0.47,https://fbref.com/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Sheffield United,Sheffield Utd,1df6b87e,35,25.7,38,"3,420",90,100,38.0,418,81,263,152,23,188,0.42,35,104,-69,-1.82,https://fbref.com/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Tottenham,Spurs,361ca564,29,25.2,38,"3,420",90,100,38.0,418,82,244,170,19,170,1.74,74,61,+13,+0.34,https://fbref.com/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,West Ham,West Ham,7c21e445,26,28.3,38,"3,420",90,100,38.0,418,85,307,109,17,233,1.37,60,74,-14,-0.37,https://fbref.com/en/squads/7c21e445/2023-2024/West-Ham-United-Stats
2023-2024,Premier League,playing_time,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Wolves,Wolves,8cec06e1,27,26.6,38,"3,420",90,100,38.0,418,83,268,146,20,196,1.21,50,65,-15,-0.39,https://fbref.com/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
