season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leicester City,Leicester,a2d435b3,28,26.1,38,"3,420",90,100,38.0,418,82,278,138,23,203,0.89,51,68,-17,-0.45,https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Liverpool,Liverpool,822bd0ba,28,27.4,38,"3,420",90,100,38.0,418,82,253,164,20,178,1.76,75,47,+28,+0.74,https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester City,Man City,b8fd03ef,24,27.2,38,"3,420",90,100,38.0,418,84,294,123,19,219,2.34,94,33,+61,+1.61,https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester Utd,Man Utd,19538871,26,26.9,38,"3,420",90,100,38.0,418,83,269,149,19,192,1.97,58,43,+15,+0.39,https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Newcastle,Newcastle,b2b47a98,27,27.3,38,"3,420",90,100,38.0,418,84,263,155,16,185,1.87,68,33,+35,+0.92,https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Nottingham,Nott'm Forest,e4a775cb,33,26.5,38,"3,420",90,100,38.0,418,82,261,159,21,183,1.00,38,68,-30,-0.79,https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Southampton,Southampton,33c895d4,36,24.7,38,"3,420",90,100,38.0,418,81,243,175,22,167,0.66,36,73,-37,-0.97,https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Tottenham,Spurs,361ca564,29,27.6,38,"3,420",90,100,38.0,418,85,278,140,15,202,1.58,70,63,+7,+0.18,https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,West Ham,West Ham,7c21e445,25,28.2,38,"3,420",90,100,38.0,418,84,286,132,20,204,1.05,42,55,-13,-0.34,https://fbref.com/en/squads/7c21e445/2022-2023/West-Ham-United-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Wolves,Wolves,8cec06e1,32,26.7,38,"3,420",90,100,38.0,418,80,248,165,24,175,1.08,31,58,-27,-0.71,https://fbref.com/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats
